17:44:32.990 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:17.749 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:17.869 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:17.989 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:18.109 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:18.229 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:18.349 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:18.469 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:18.589 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:18.709 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:18.829 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:18.949 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:19.069 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:19.189 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:19.309 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:19.429 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:19.549 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:19.669 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:19.789 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:19.909 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.029 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.149 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.269 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.389 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.509 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.628 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.748 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.869 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:20.989 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:21.109 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:21.228 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:21.349 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:21.468 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:21.588 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:21.709 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:21.828 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:21.949 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:22.069 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:22.189 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:22.309 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:22.429 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:22.548 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:22.668 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:22.788 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:22.909 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.029 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.149 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.269 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.389 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.509 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.629 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.749 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.868 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:23.989 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:24.109 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:24.229 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:24.349 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:24.469 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:24.589 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:45:24.708 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
