17:45:32.449 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:16.967 > Stop | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:17.087 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:17.207 > Stop |  | servo turn 0 degree | gripper on
17:46:17.327 > Stop |  | servo turn 0 degree | gripper on
17:46:17.447 > Stop |  | servo turn 0 degree | gripper on
17:46:17.567 > Stop | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:17.687 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:17.807 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:17.927 > Stop |  | servo turn 0 degree | gripper on
17:46:18.047 > Stop |  | servo turn 0 degree | gripper on
17:46:18.167 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:18.287 > Stop | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:18.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:18.527 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:18.647 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:18.767 > Stop | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:18.887 > Stop | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:19.007 > Stop | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:19.127 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:19.247 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:19.367 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:19.487 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:19.607 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:19.727 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:19.847 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:19.967 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:20.087 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:20.207 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:20.327 > Right |  | servo turn 0 degree | gripper on
17:46:20.447 > Right |  | servo turn 0 degree | gripper on
17:46:20.567 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:20.687 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:20.807 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:20.927 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:21.047 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:21.167 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:21.287 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:21.407 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:21.527 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:21.647 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:21.767 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:21.887 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:22.007 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:22.127 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:22.247 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:22.367 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:22.487 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:22.607 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:22.727 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:22.847 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:22.967 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:23.087 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:23.207 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:23.327 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:23.447 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:23.567 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:23.687 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:23.807 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:23.927 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:24.047 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:24.167 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:24.287 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:24.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:24.527 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:24.647 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:24.767 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:24.887 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:25.007 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:25.127 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:25.247 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:25.367 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:25.487 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:25.607 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:25.727 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:25.847 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:25.967 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:26.087 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:26.207 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:26.327 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:26.447 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:26.567 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:26.687 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:26.807 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:26.927 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:27.047 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:27.167 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:27.287 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:27.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:27.527 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:27.647 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:27.767 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:27.887 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:28.007 > Right | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:28.127 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:28.247 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:28.367 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:28.487 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:28.607 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:28.727 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:28.847 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:28.970 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:29.087 > Right | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:29.207 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:29.327 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:29.447 > Left | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:29.567 > Stop | servo y-axis (down) | servo turn 0 degree | gripper on
17:46:29.687 > Left | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:29.807 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:29.927 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:30.047 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:30.167 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:30.287 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:30.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:30.527 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:30.647 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:30.767 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:30.887 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.007 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.127 > Left | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.247 > Left | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.367 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.487 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.607 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.727 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.847 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:31.967 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:32.087 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:32.207 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:32.327 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:32.447 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:32.567 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:32.687 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:32.807 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:32.927 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:33.047 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:33.167 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:33.287 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:33.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:33.527 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:33.647 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:33.767 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:33.887 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.007 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.127 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.247 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.367 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.487 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.607 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.727 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.847 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:34.967 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:35.087 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:35.207 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:35.327 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:35.447 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:35.567 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:35.687 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:35.807 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:35.927 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:36.047 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:36.167 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:36.287 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:36.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:36.527 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:36.647 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:36.767 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:36.887 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:37.007 > forward | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:37.127 > forward | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:37.247 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:37.367 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:37.487 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:37.607 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:37.727 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:37.847 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:37.967 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:38.087 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:38.207 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:38.327 > forward | servo y-axis (up) | servo turn 0 degree | gripper off
17:46:38.447 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:38.567 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:38.687 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:38.807 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:38.927 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:39.047 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:39.167 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:39.287 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:39.407 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:39.527 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:39.647 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:39.767 > forward | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:39.887 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.007 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.127 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.247 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.367 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.487 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.607 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.727 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.847 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:40.967 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:41.087 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:41.207 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:41.327 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:41.447 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:41.567 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:41.687 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:41.807 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:41.927 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:42.047 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:42.167 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:42.287 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:42.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:42.527 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:42.646 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:42.767 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:42.887 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.007 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.127 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.247 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.367 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.487 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.607 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.727 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.847 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:43.967 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:44.087 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:44.206 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:44.327 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:44.446 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:44.566 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:44.687 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:44.807 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:44.927 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:45.047 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:45.167 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:45.287 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:45.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:45.526 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:45.646 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:45.767 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:45.887 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.007 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.127 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.247 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.367 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.486 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.606 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.726 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.847 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:46.966 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:47.086 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:47.207 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:47.327 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:47.447 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:47.567 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:47.687 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:47.806 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:47.926 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:48.046 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:48.166 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:48.286 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:48.406 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:48.526 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:48.646 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:48.766 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:48.886 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.006 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.126 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.246 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.366 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.486 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.606 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.726 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.846 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:49.966 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:50.086 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:50.206 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:50.326 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:50.446 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:50.566 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:50.686 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:50.806 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:50.926 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:51.046 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:51.166 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:51.286 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:51.406 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:51.526 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:51.646 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:51.766 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:51.886 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.006 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.126 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.246 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.366 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.486 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.606 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.726 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.846 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:52.966 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:53.086 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:53.207 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:53.327 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:53.446 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:53.566 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:53.687 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:53.807 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:53.927 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:54.046 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:54.167 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:54.286 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:54.407 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:54.527 > Stop | servo y-axis (up) | servo turn 0 degree | gripper on
17:46:54.652 > �q���
